ind_type,size,q2,q3,q4,q5,q6,q7a,q7b,q7c,q7d,q8a,q8b,q9a,q10ap,q10bp,q10cp,q10dp,q10ep,q11a,q11b,q11c,q11d,q11e,q12ap,q12bp,q13p,q14p,q15p,q16a,q17a,q17b,q17c,q17d,q17e,q18,q19,q20,q21p,q22ap,q22ba,q22bb,q22bc,q22bd,q23p,q24,q25,q27a,q27b,q27c,q27d,q27e,q27f,q27g,q27h,q27i,q27j,q28a,q28bp,q29,q30a,q30bap,q30bbp,q30bcp,q30bdp,q30bep,q31aa,q31ab,q31ac,q31ad,q31ae,q31af,q31ba,q31bb,q31bc,q31bd,q31be,q31bf,q31ca,q31cb,q31cc,q31cd,q31ce,q31cf,q31da,q31db,q31dc,q31dd,q31de,q31df,q31ea,q31eb,q31ec,q31ed,q31ee,q31ef,q32a,q32b,q32c,q32d,q33,q34,q35,q36,q37a,q37b,q37c,q37d,q37e,q37f,q37g,q37h,q37i,q38a,q38b,q38c,q38d,q38e,q38g,q38h,q38i,q38j,q38k,q39a,q39b,q39c,q39d,q39e,q39f,q39g,q39h,q39i,q39j,q39k,q39l,q40,q41,q42,q43,q44,q45a1p,q45a2,q45a3a,q45a3b,q45a3c,q45a3d,q45a4p,q45b1p,q45b2,q45b3a,q45b3b,q45b3c,q45b3d,q45b3e,q45b4p,q45c1p,q45c2,q45c3a,q45c3b,q45c3c,q45c3d,q45c3e,q45c4p,q45d1p,q45d2,q45d3a,q45d3b,q45d3c,q45d3d,q45d3e,q45d4p,q45e1p,q45e2,q45e3a,q45e3b,q45e3c,q45e3d,q45e3e,q45e4p,q46a,q46b,q46c,q46d,q46e,q47a,q47b,q47c,q47d,q47e,q48a,q48a1p,q48a2p,q48bp,q49,q50a1,q50a2,q50b1,q50b2,q50c1,q50c2,q50d1,q50d2,q50e1,q50e2,q50f1,q50f2,q51p,q52a,q52b,q52cp,q52dp,q52ep,q53a,q53b,q53c,q53d,q53e,q53f,q53g,q54a,q54b,q54c,q54d,q54e,q54f,q55a,q55b,q55c,q55d,q55e,q55f,q56,q57,q58,q59,prodtitl,q55fdesc,size1,size2,size3,size4,size5,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind14,ind15,ind16,ind17,ind18,ind19,ind20,ind21,man,man1,man2,man3,man4,man5,non1,non2,non3,non4,non5,sector,pctchng,mangpay,supvpay,techpay,suptpay,fntlpay,multiest,pufwght,id,prodwkr,saleswkr
M10,5.0,259000000.0,76000000.0,150000000.0,100000000.0,7000000.0,3.0,8.0,18.0,71.0,100.0,10.0,1.0,2.970297,7.3267326,1.980198,2.310231,85.412544,18.0,13.0,16.0,14.0,12.0,19.0,34.0,1.0561056,6.8646865,0.5940594,2.0,84.0,53.0,46.0,40.0,43.0,3.0,1.0,1.0,5.0,100.0,1.0,1.0,1.0,1.0,93.0,4.0,14.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,100.0,,23.0,4.347826,0.0,47.826088,0.0,47.826088,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.181818,0.0,0.0,0.0,81.818184,,3.0,4.0,5.0,4.0,1.0,3.0,100.0,1.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,,,1.0,0.0,4.0,100.0,83.0,1.0,1.0,1.0,1.0,100.0,100.0,103.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,103.0,1.0,1.0,1.0,1.0,2.0,100.0,100.0,78.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,93.0,1.0,1.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,1.0,2.0,,2.0,,1.0,5.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,TIRE BUILDER,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,-5.0,,,,,42640.52,1.0,3.2325583,1785,0.0,0
M10,5.0,140000000.0,12000000.0,100000000.0,25000000.0,10000000.0,2.0,15.0,30.0,53.0,100.0,15.0,1.0,8.333333,3.3333333,2.7777777,8.333333,77.22222,16.0,16.0,12.0,14.0,10.0,60.0,60.0,0.0,20.0,80.0,2.0,50.0,50.0,40.0,40.0,40.0,2.0,2.0,1.0,0.0,0.0,,,,,0.0,2.0,50.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,80.0,2.0,500.0,10.0,10.0,5.0,15.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,60.0,0.0,10.0,25.0,25.0,0.0,40.0,0.0,0.0,0.0,20.0,20.0,60.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0,60.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,20.0,1.0,25000.0,100.0,30.0,40.0,1.0,1.0,1.0,2.0,10.0,50.0,60.0,1.0,2.0,1.0,1.0,2.0,30.0,10.0,40.0,1.0,2.0,1.0,1.0,2.0,10.0,50.0,40.0,1.0,1.0,1.0,2.0,2.0,30.0,100.0,20.0,1.0,1.0,2.0,1.0,1.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,350.0,61.53846,38.46154,20.0,2.0,2.0,,2.0,,2.0,,1.0,4.0,2.0,,2.0,,0.0,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,PRODUCTION OPERATOR,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,-35.714287,50000.0,30000.0,22000.0,45000.0,19000.0,1.0,3.2325583,1786,1.0,0
M10,5.0,326000000.0,68700000.0,78800000.0,100000000.0,15000000.0,7.0,,,,100.0,75.0,1.0,1.0,6.0,2.0,1.0,90.0,16.0,14.0,16.0,12.0,12.0,10.0,30.0,5.740528,10.0,0.5740528,1.0,50.0,50.0,45.0,40.0,46.0,2.0,2.0,2.0,0.0,0.0,,,,,0.0,4.0,20.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,91.0,,175.0,5.714286,17.142857,2.857143,2.857143,71.42857,100.0,0.0,0.0,0.0,0.0,0.0,83.333336,,10.0,,6.6666665,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,4.0,8.0,8.0,8.0,72.0,0.0,3.0,3.0,3.0,4.0,1.0,3.0,90.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,4.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,8.0,4.0,1.0,500000.0,100.0,100.0,24.0,1.0,2.0,1.0,2.0,100.0,100.0,80.0,1.0,2.0,1.0,1.0,2.0,100.0,100.0,24.0,1.0,2.0,1.0,2.0,2.0,100.0,50.0,8.0,2.0,1.0,1.0,2.0,2.0,50.0,100.0,80.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,75.0,13.333333,13.333333,0.0,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,,TIRE ASSEMBLER,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,3.199052,72000.0,42000.0,48000.0,28800.0,45000.0,1.0,3.2325583,1787,1.0,0
M10,5.0,8300000.0,1800000.0,6960000.0,10000000.0,100000.0,0.0,2.0,2.0,96.0,100.0,10.0,1.0,5.0,5.0,0.0,0.0,90.0,14.0,12.0,,,10.0,60.0,80.0,70.0,20.0,3.0,2.0,40.0,45.0,,,45.0,3.0,2.0,2.0,0.0,100.0,1.0,1.0,2.0,1.0,0.0,3.0,30.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,80.0,0.0,0.0,15.0,3.0,3.0,3.0,3.0,3.0,1.0,90.0,3.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,1.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,50.0,5.0,15.0,100.0,1.0,2.0,,2.0,,1.0,5.0,1.0,30.0,2.0,,2.0,,60.0,2.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,PART TIMER,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,-50.0,35000.0,30000.0,,,18000.0,0.0,3.2325583,1788,0.0,0
M10,5.0,158000000.0,34000000.0,132000000.0,100000000.0,4700000.0,3.0,15.0,15.0,67.0,100.0,10.0,1.0,15.0,10.0,5.0,20.0,50.0,16.0,12.0,14.0,14.0,10.0,30.0,34.0,3.0,1.0,1.0,1.0,45.0,55.0,40.0,40.0,50.0,1.0,1.0,2.0,2.0,100.0,1.0,1.0,1.0,1.0,2.0,3.0,40.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,50.0,20.0,0.0,10.0,10.0,60.0,100.0,,,,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,40.0,0.0,6.6666665,26.666666,13.333333,6.6666665,46.666668,0.0,3.0,4.0,3.0,5.0,1.0,2.0,85.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,5.0,2.0,2.0,2.0,5.0,2.0,5.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,20000.0,25.0,100.0,10.0,1.0,1.0,1.0,1.0,100.0,100.0,15.0,1.0,1.0,1.0,1.0,1.0,80.0,100.0,5.0,1.0,2.0,1.0,1.0,1.0,50.0,75.0,5.0,1.0,1.0,1.0,1.0,1.0,50.0,75.0,5.0,1.0,2.0,1.0,1.0,1.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,20.0,15.0,15.0,2.0,2.0,2.0,,2.0,,2.0,,1.0,10.0,2.0,,2.0,,5.0,2.0,2.0,15.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,OPERATOR,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,18.867924,45000.0,45000.0,30000.0,23000.0,32000.0,0.0,3.2325583,1789,1.0,0
M10,5.0,146000000.0,43000000.0,103000000.0,100000000.0,15000000.0,,,,,100.0,50.0,1.0,15.572232,0.0,5.065666,10.31895,69.04315,,,,,,50.0,20.0,10.0,,,1.0,50.0,,50.0,42.0,50.0,1.0,2.0,2.0,0.0,100.0,,1.0,,,0.0,4.0,10.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,2.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,4.0,4.0,5.0,,2.0,3.0,4.0,3.0,3.0,3.0,,1.0,240000.0,100.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,2.0,2.0,,2.0,,1.0,0.0,2.0,,2.0,,2.0,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,OPERATORS,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,3.194579,,,,,,1.0,3.2325583,1790,1.0,0
M10,5.0,210000000.0,75000000.0,95000000.0,90000000.0,7000000.0,10.0,20.0,50.0,20.0,75.0,35.0,1.0,19.047619,6.3492064,12.698413,15.873015,46.031746,18.0,14.0,16.0,12.0,12.0,45.0,50.0,10.0,5.0,5.0,3.0,45.0,40.0,40.0,40.0,44.0,3.0,1.0,1.0,5.0,15.0,2.0,2.0,1.0,1.0,20.0,6.0,15.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,225.0,30.0,10.0,10.0,5.0,45.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,10.0,10.0,0.0,0.0,40.0,40.0,10.0,10.0,0.0,0.0,20.0,40.0,30.0,10.0,0.0,0.0,0.0,20.0,30.0,20.0,30.0,0.0,4.0,4.0,3.0,4.0,1.0,3.0,80.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,6.0,1.0,500000.0,80.0,80.0,30.0,1.0,1.0,1.0,2.0,60.0,70.0,25.0,1.0,2.0,1.0,1.0,2.0,50.0,70.0,25.0,1.0,1.0,1.0,2.0,2.0,50.0,70.0,20.0,2.0,1.0,1.0,2.0,2.0,40.0,80.0,30.0,1.0,2.0,1.0,1.0,1.0,40.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,50.0,40.0,10.0,20.0,1.0,2.0,,2.0,,1.0,20.0,2.0,,1.0,12.0,2.0,,10.0,1.0,1.0,2.0,40.0,40.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,ASSEMBLER,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,,50000.0,40000.0,35000.0,30000.0,30000.0,1.0,3.2325583,1791,1.0,0
M10,5.0,0.0,76000000.0,150000000.0,,15000000.0,5.0,10.0,10.0,75.0,100.0,10.0,1.0,4.2881646,3.4305317,5.7175527,0.0,86.39223,16.0,14.0,16.0,,12.0,33.0,33.0,25.0,28.587765,5.7175527,1.0,50.0,55.0,44.0,,42.0,3.0,2.0,1.0,0.0,100.0,2.0,1.0,2.0,1.0,0.0,3.0,20.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,,1500.0,5.0,5.0,5.0,1.0,84.0,90.0,0.0,0.0,0.0,10.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,4.0,4.0,4.0,3.0,6.0,100.0,3.0,5.0,5.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,1.0,5.0,,1.0,100000.0,25.0,50.0,24.0,1.0,2.0,1.0,1.0,50.0,100.0,40.0,1.0,2.0,1.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,600.0,30.0,30.0,,1.0,2.0,,2.0,,1.0,7.0,2.0,,2.0,,2.0,,0.0,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,TIRE BUILDER,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,25.0,,45000.0,,,37128.0,1.0,3.2325583,1792,0.0,0
M10,5.0,,,,17000000.0,3000000.0,17.0,15.0,20.0,48.0,100.0,1.0,1.0,12.096774,,1.6129032,1.6129032,84.67742,18.0,13.0,13.0,12.0,12.0,50.0,1.0,16.129032,,,3.0,70.0,60.0,40.0,40.0,40.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,10.0,4.0,80.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,96.33028,,1000.0,10.0,5.0,1.0,4.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,94.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,0.0,10.0,0.0,0.0,0.0,5.0,5.0,70.0,20.0,4.0,4.0,4.0,4.0,1.0,1.0,70.0,2.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,,100.0,,,,,,,,,,,,,,,,100.0,10.0,1.0,2.0,1.0,1.0,2.0,,0.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,1.0,2.0,,2.0,,1.0,2.0,2.0,,2.0,,2.0,,0.0,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,PRODUCTION WORKER,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,,,,21840.0,,17680.0,1.0,3.2325583,1793,1.0,0
M10,5.0,148000000.0,15000000.0,95000000.0,26000000.0,4400000.0,15.0,40.0,35.0,10.0,85.0,75.0,1.0,8.0,5.0,2.0,10.0,75.0,16.0,16.0,16.0,14.0,12.0,,,30.0,95.0,10.0,2.0,40.0,45.0,40.0,40.0,45.0,3.0,,2.0,70.0,50.0,1.0,1.0,1.0,1.0,50.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,75.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,4.0,4.0,2.0,3.0,75.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,1.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,1.0,200000.0,80.0,95.0,10.0,1.0,1.0,1.0,2.0,85.0,60.0,4.0,1.0,2.0,1.0,1.0,2.0,50.0,90.0,8.0,1.0,2.0,1.0,1.0,2.0,80.0,60.0,8.0,1.0,1.0,1.0,2.0,2.0,50.0,70.0,4.0,1.0,2.0,1.0,1.0,2.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,10.0,2.0,,1.0,5.0,2.0,,,,2.0,,20.0,2.0,2.0,0.0,2.0,10.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,MACHINE OPERATOR,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,-12.0,60000.0,40000.0,25000.0,35000.0,23400.0,1.0,3.2325583,1794,1.0,0
M10,5.0,106000000.0,26000000.0,73000000.0,16000000.0,2600000.0,,,,,60.0,25.0,2.0,4.9751244,2.4875622,8.955224,1.9900497,81.59204,13.0,13.0,12.0,12.0,12.0,50.0,7.0,49.751244,14.925373,19.900497,1.0,50.0,55.0,50.0,45.0,40.0,1.0,1.0,1.0,0.0,100.0,1.0,1.0,2.0,1.0,100.0,2.0,25.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,,700.0,10.0,10.0,5.0,10.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,4.0,3.0,3.0,1.0,6.0,50.0,1.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,200000.0,50.0,50.0,20.0,1.0,1.0,1.0,1.0,50.0,50.0,50.0,1.0,2.0,1.0,1.0,2.0,100.0,100.0,120.0,1.0,2.0,1.0,1.0,1.0,25.0,100.0,25.0,2.0,1.0,1.0,2.0,2.0,25.0,75.0,70.0,1.0,2.0,1.0,1.0,1.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,4.0,2.0,,1.0,6.0,1.0,2.0,1.0,37.0,2.0,,,2.0,2.0,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,OPERATOR/TECHNITION,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,99.0099,50000.0,40000.0,33800.0,30000.0,17680.0,0.0,3.2325583,1795,1.0,0
M10,5.0,350000000.0,76000000.0,150000000.0,100000000.0,65000.0,2.0,5.0,50.0,43.0,95.0,50.0,1.0,5.995204,7.1942444,31.294964,12.529976,42.98561,16.0,16.0,16.0,14.0,12.0,34.772182,1.1990408,0.4796163,8.0,0.0,1.0,47.0,47.0,45.0,43.0,45.0,1.0,1.0,1.0,4.0,50.0,1.0,1.0,2.0,1.0,10.0,5.0,13.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,53.107735,3.0,198.0,5.050505,4.5454545,41.414143,17.676767,31.313131,90.0,10.0,,,,,100.0,,,,,,59.756096,36.585365,3.6585367,,,,57.142857,20.0,17.142857,0.0,5.714286,,4.83871,32.258064,16.129032,0.0,46.774193,,3.0,3.0,3.0,3.0,1.0,3.0,95.0,1.0,4.0,5.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,,2.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,,1.0,,90.0,90.0,,1.0,1.0,1.0,1.0,85.0,90.0,,1.0,1.0,1.0,1.0,2.0,85.0,60.0,,1.0,1.0,1.0,1.0,2.0,50.0,75.0,,1.0,1.0,1.0,2.0,2.0,65.0,95.0,,1.0,2.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,,1.0,5.0,1.0,10.0,1.0,40.0,2.0,,2.0,,1.0,1.0,1.0,0.0,,8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,PRODUCTION ASSEMBLER,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,manufac,9.881423,60000.0,47000.0,32760.0,33540.0,28080.0,1.0,3.2325583,1796,1.0,0
