ind_type,size,q2,q3,q4,q5,q6,q7a,q7b,q7c,q7d,q8a,q8b,q9a,q10ap,q10bp,q10cp,q10dp,q10ep,q11a,q11b,q11c,q11d,q11e,q12ap,q12bp,q13p,q14p,q15p,q16a,q17a,q17b,q17c,q17d,q17e,q18,q19,q20,q21p,q22ap,q22ba,q22bb,q22bc,q22bd,q23p,q24,q25,q27a,q27b,q27c,q27d,q27e,q27f,q27g,q27h,q27i,q27j,q28a,q28bp,q29,q30a,q30bap,q30bbp,q30bcp,q30bdp,q30bep,q31aa,q31ab,q31ac,q31ad,q31ae,q31af,q31ba,q31bb,q31bc,q31bd,q31be,q31bf,q31ca,q31cb,q31cc,q31cd,q31ce,q31cf,q31da,q31db,q31dc,q31dd,q31de,q31df,q31ea,q31eb,q31ec,q31ed,q31ee,q31ef,q32a,q32b,q32c,q32d,q33,q34,q35,q36,q37a,q37b,q37c,q37d,q37e,q37f,q37g,q37h,q37i,q38a,q38b,q38c,q38d,q38e,q38g,q38h,q38i,q38j,q38k,q39a,q39b,q39c,q39d,q39e,q39f,q39g,q39h,q39i,q39j,q39k,q39l,q40,q41,q42,q43,q44,q45a1p,q45a2,q45a3a,q45a3b,q45a3c,q45a3d,q45a4p,q45b1p,q45b2,q45b3a,q45b3b,q45b3c,q45b3d,q45b3e,q45b4p,q45c1p,q45c2,q45c3a,q45c3b,q45c3c,q45c3d,q45c3e,q45c4p,q45d1p,q45d2,q45d3a,q45d3b,q45d3c,q45d3d,q45d3e,q45d4p,q45e1p,q45e2,q45e3a,q45e3b,q45e3c,q45e3d,q45e3e,q45e4p,q46a,q46b,q46c,q46d,q46e,q47a,q47b,q47c,q47d,q47e,q48a,q48a1p,q48a2p,q48bp,q49,q50a1,q50a2,q50b1,q50b2,q50c1,q50c2,q50d1,q50d2,q50e1,q50e2,q50f1,q50f2,q51p,q52a,q52b,q52cp,q52dp,q52ep,q53a,q53b,q53c,q53d,q53e,q53f,q53g,q54a,q54b,q54c,q54d,q54e,q54f,q55a,q55b,q55c,q55d,q55e,q55f,q56,q57,q58,q59,prodtitl,q55fdesc,size1,size2,size3,size4,size5,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind14,ind15,ind16,ind17,ind18,ind19,ind20,ind21,man,man1,man2,man3,man4,man5,non1,non2,non3,non4,non5,sector,pctchng,mangpay,supvpay,techpay,suptpay,fntlpay,multiest,pufwght,id,prodwkr,saleswkr
M05,4.0,500000000.0,34000000.0,200000000.0,450000000.0,7000000.0,5.0,10.0,20.0,65.0,100.0,25.0,1.0,5.9574466,6.5957446,1.2765957,4.680851,85.53191,16.0,16.0,16.0,12.0,12.0,34.042553,39.787235,0.42553192,7.0212765,5.5319147,2.0,50.0,60.0,40.0,40.0,52.0,2.0,1.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,40.0,2.0,25.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,97.674416,2.0,40.0,2.5,25.0,5.0,10.0,57.5,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,4.0,8.0,3.0,1.0,3.0,50.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,25.0,1.0,600000.0,100.0,5.0,40.0,1.0,2.0,1.0,1.0,5.0,100.0,40.0,1.0,2.0,1.0,1.0,2.0,50.0,100.0,24.0,1.0,2.0,1.0,2.0,2.0,100.0,0.0,,,,,,,,75.0,120.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,,,,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,LINE OPERATOR,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,manufac,-40.0,70000.0,65000.0,45760.0,35000.0,49888.8,1.0,9.9375,777,1.0,0
M05,4.0,,7870000.0,27400000.0,13500000.0,1830000.0,5.0,45.0,30.0,20.0,85.0,35.0,1.0,28.169014,5.633803,28.169014,8.450705,29.577465,16.0,16.0,16.0,12.0,12.0,40.0,12.0,5.0,4.0,1.0,1.0,45.0,50.0,50.0,40.0,45.0,1.0,1.0,1.0,5.0,10.0,1.0,1.0,2.0,1.0,0.0,3.0,12.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,75.0,2.0,50.0,50.0,10.0,10.0,10.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,20.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,20.0,20.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,30.0,50.0,0.0,3.0,3.0,3.0,4.0,1.0,3.0,70.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,150000.0,50.0,60.0,48.0,1.0,1.0,1.0,1.0,60.0,80.0,48.0,1.0,1.0,1.0,1.0,2.0,80.0,80.0,72.0,1.0,1.0,1.0,1.0,2.0,80.0,50.0,36.0,1.0,1.0,1.0,1.0,2.0,50.0,20.0,24.0,1.0,2.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,13.333333,13.333333,75.0,1.0,1.0,2.0,1.0,5.0,2.0,,1.0,1.0,2.0,,2.0,,10.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,BATCH MAKER,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,manufac,10.0,50000.0,40000.0,35000.0,21000.0,32000.0,1.0,9.9375,778,0.0,0
M05,4.0,,15000000.0,,425000000.0,16000000.0,1.0,5.0,25.0,69.0,100.0,100.0,1.0,8.492569,9.766455,23.14225,2.9723992,55.626328,16.0,13.0,16.0,13.0,13.0,13.0,2.0,2.0,3.0,1.0,3.0,50.0,45.0,4.0,4.0,15.0,1.0,1.0,1.0,8.0,100.0,1.0,1.0,1.0,1.0,100.0,3.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,40.0,37.5,0.0,0.0,0.0,62.5,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,16.0,24.0,40.0,8.0,12.0,0.0,3.0,3.0,3.0,3.0,3.0,60.0,85.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,8.0,4.0,1.0,250000.0,95.0,100.0,24.0,1.0,1.0,1.0,1.0,95.0,80.0,24.0,1.0,1.0,1.0,1.0,2.0,80.0,80.0,24.0,1.0,1.0,1.0,1.0,2.0,80.0,50.0,8.0,1.0,1.0,1.0,1.0,2.0,50.0,100.0,40.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,25.0,2.0,,1.0,15.0,2.0,,2.0,,0.0,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,PROCESS CONTROL TECHNOLOGIST,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,manufac,,80000.0,55000.0,60000.0,25000.0,56000.0,1.0,9.9375,779,0.0,0
M05,4.0,1500000000.0,5000000.0,19000000.0,0.0,1400000.0,9.0,28.0,8.0,55.0,80.0,25.0,1.0,10.0,10.0,25.0,20.0,35.0,16.0,13.0,16.0,16.0,12.0,65.0,25.0,40.0,40.0,10.0,3.0,50.0,50.0,45.0,40.0,42.0,1.0,2.0,2.0,0.0,100.0,1.0,1.0,1.0,1.0,20.0,3.0,30.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,140.0,5.0,5.0,20.0,20.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,80.0,3.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,1.0,4.0,5.0,1.0,100000.0,90.0,50.0,16.0,1.0,1.0,1.0,1.0,50.0,80.0,32.0,1.0,2.0,1.0,1.0,2.0,80.0,100.0,40.0,2.0,1.0,1.0,2.0,2.0,100.0,65.0,80.0,1.0,1.0,1.0,2.0,2.0,65.0,20.0,8.0,2.0,2.0,1.0,1.0,2.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,80.0,25.0,25.0,50.0,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,10.0,1.0,1.0,0.0,10.0,20.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,DISPENSER,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,manufac,,65000.0,40000.0,30000.0,25000.0,18564.0,1.0,9.9375,780,0.0,0
M05,4.0,760000000.0,,221000000.0,197000000.0,,,,,,100.0,50.0,1.0,11.151079,9.712231,3.057554,7.913669,68.16547,16.0,13.0,13.0,12.0,12.0,14.388489,11.0,1.438849,1.438849,0.17985612,3.0,50.0,50.0,45.0,40.0,40.0,1.0,1.0,1.0,10.0,10.0,2.0,2.0,1.0,1.0,0.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,47.727272,2.0,25.0,11.111111,,,,88.888885,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,10.0,10.0,,80.0,0.0,3.0,4.0,3.0,4.0,1.0,6.0,90.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,7.0,3.0,1.0,,90.0,60.0,60.0,1.0,2.0,1.0,1.0,50.0,95.0,80.0,1.0,2.0,1.0,1.0,2.0,95.0,100.0,80.0,1.0,2.0,1.0,1.0,2.0,100.0,80.0,50.0,1.0,1.0,1.0,2.0,2.0,50.0,100.0,120.0,1.0,2.0,1.0,1.0,2.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,0.0,0.0,14.285714,1.0,2.0,,1.0,12.0,1.0,5.0,1.0,2.0,2.0,,2.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,OPERATOR,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,manufac,,,,40000.0,27000.0,35000.0,1.0,9.9375,781,1.0,0
M05,4.0,169000000.0,11000000.0,128000000.0,64100000.0,5140000.0,8.0,67.0,25.0,0.0,100.0,40.0,1.0,3.2,6.0,2.4,3.6,84.8,16.0,14.0,16.0,12.0,12.0,60.0,25.0,0.4,4.0,0.8,2.0,50.0,45.0,45.0,40.0,42.0,2.0,1.0,1.0,0.0,0.0,,,,,0.0,2.0,25.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,manufac,-9.090909,80000.0,55000.0,38000.0,32000.0,41496.0,1.0,9.9375,782,0.0,0
M05,4.0,350000000.0,3500000.0,260000000.0,870000000.0,75000000.0,10.0,40.0,30.0,20.0,100.0,80.0,1.0,4.6511626,9.302325,19.379845,6.976744,59.689922,16.0,13.0,16.0,12.0,12.0,13.0,30.0,3.1007752,1.5503876,0.0,3.0,50.0,48.0,44.0,40.0,40.0,3.0,1.0,2.0,7.207207,100.0,1.0,1.0,1.0,1.0,100.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,69.36937,3.0,30.0,0.0,16.666666,33.333332,0.0,50.0,,,,,,,0.0,0.0,40.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,20.0,0.0,26.666666,33.333332,20.0,0.0,8.0,3.0,8.0,4.0,2.0,6.0,80.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,1.0,3.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,9.0,20.0,1.0,,99.0,100.0,40.0,1.0,2.0,1.0,2.0,85.0,100.0,80.0,1.0,2.0,1.0,1.0,2.0,80.0,100.0,80.0,1.0,2.0,1.0,2.0,2.0,80.0,100.0,40.0,1.0,2.0,1.0,2.0,2.0,80.0,100.0,240.0,1.0,2.0,1.0,1.0,1.0,75.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,PRODUCTION OPERATOR,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,manufac,,85000.0,60000.0,48000.0,33000.0,50000.0,1.0,9.9375,783,1.0,0
M05,4.0,335000000.0,28900000.0,232000000.0,0.0,0.0,5.0,,,,100.0,70.0,1.0,1.1389521,11.161731,9.111617,4.783599,73.8041,18.0,12.0,18.0,12.0,12.0,11.0,18.0,4.783599,0.0,0.45558086,1.0,46.0,42.0,42.0,42.0,42.0,3.0,1.0,1.0,0.0,20.0,1.0,1.0,1.0,1.0,10.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.93507,6.0,18.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.111111,88.888885,0.0,0.0,0.0,3.0,2.0,4.0,4.0,1.0,36.0,100.0,1.0,3.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,8.0,60.0,1.0,50000.0,100.0,100.0,30.0,1.0,2.0,1.0,2.0,20.0,100.0,50.0,1.0,2.0,1.0,1.0,2.0,30.0,30.0,3.0,1.0,2.0,1.0,1.0,1.0,20.0,20.0,30.0,1.0,2.0,1.0,2.0,2.0,20.0,100.0,60.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,20.0,60.0,1.0,2.0,,1.0,32.0,1.0,2.0,2.0,,2.0,,2.0,,5.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,OPERATOR,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,manufac,10.025063,75000.0,60000.0,48000.0,31000.0,41000.0,1.0,9.9375,784,1.0,0
M05,4.0,150000000.0,13000000.0,20000000.0,60000000.0,3000000.0,5.0,40.0,50.0,5.0,100.0,50.0,1.0,20.0,10.0,40.0,10.0,20.0,18.0,16.0,16.0,16.0,12.0,40.0,,15.0,5.0,0.0,1.0,45.0,45.0,45.0,45.0,45.0,3.0,2.0,1.0,0.0,80.0,1.0,1.0,2.0,1.0,0.0,4.0,12.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,120.0,20.0,20.0,30.0,10.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,5.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,3.0,4.0,8.0,4.0,1.0,3.0,90.0,3.0,4.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,300000.0,100.0,25.0,4.0,1.0,1.0,1.0,1.0,25.0,40.0,8.0,1.0,2.0,1.0,1.0,2.0,40.0,60.0,8.0,1.0,1.0,1.0,1.0,2.0,60.0,40.0,8.0,1.0,1.0,1.0,1.0,2.0,30.0,100.0,16.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,30.0,,,20.0,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,PRODUCTION ASSOCIATE,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,manufac,35.0,75000.0,45000.0,40000.0,30000.0,25000.0,1.0,9.9375,785,1.0,0
M05,4.0,1500000000.0,60000000.0,800000000.0,,32000000.0,5.0,25.0,30.0,40.0,90.0,90.0,1.0,20.71006,11.952662,4.6153846,3.0769231,59.64497,16.0,12.0,14.0,12.0,12.0,10.0,6.0,5.0,2.0,1.0,2.0,45.0,45.0,45.0,40.0,45.0,,1.0,2.0,0.0,,,,,,0.0,1.0,20.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,88.57645,,75.0,21.333334,1.3333334,6.6666665,2.6666667,68.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,4.0,1.0,24.0,80.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,12.0,3.0,1.0,,100.0,85.0,24.0,1.0,2.0,2.0,2.0,85.0,100.0,8.0,1.0,2.0,2.0,2.0,2.0,100.0,50.0,8.0,1.0,2.0,1.0,2.0,2.0,50.0,50.0,8.0,1.0,2.0,1.0,2.0,2.0,50.0,100.0,40.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,20.0,0.0,25.0,50.0,2.0,2.0,,2.0,,1.0,6.0,2.0,,2.0,,2.0,,50.0,2.0,2.0,0.0,0.0,40.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,OPERATOR,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,manufac,-10.0,,,,,,1.0,9.9375,786,1.0,0
M05,4.0,28000000.0,,892000.0,3800000.0,500000.0,4.0,,,,100.0,80.0,1.0,35.384617,6.1538463,3.0769231,30.76923,24.615385,16.0,12.0,14.0,12.0,12.0,65.0,1.0,15.0,15.0,10.0,3.0,50.0,50.0,50.0,32.0,40.0,3.0,1.0,1.0,0.0,25.0,2.0,1.0,2.0,1.0,25.0,3.0,30.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,150.0,5.263158,1.0526316,5.263158,84.210526,4.2105265,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,10.0,10.0,20.0,0.0,0.0,10.0,10.0,10.0,70.0,0.0,3.0,4.0,3.0,3.0,2.0,1.0,90.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,35000.0,5.0,100.0,10.0,2.0,1.0,1.0,2.0,,100.0,10.0,1.0,2.0,1.0,1.0,2.0,75.0,100.0,10.0,2.0,2.0,1.0,2.0,2.0,100.0,100.0,15.0,2.0,1.0,1.0,2.0,2.0,100.0,100.0,12.0,2.0,2.0,1.0,1.0,2.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0,40.0,40.0,60.0,2.0,2.0,,2.0,,1.0,3.0,2.0,,2.0,,2.0,,10.0,1.0,1.0,20.0,15.0,25.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,PACKER ASSEMBLER,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,manufac,,35000.0,28000.0,25000.0,16000.0,18000.0,1.0,9.9375,787,1.0,0
